lemmaCorrected,lemmaName(pt),lemmaName(en),idUDPOS,senseDescription(pt)
"duplo mortal carpado com pirueta","duplo mortal carpado com pirueta","full twisting double pike",8,"No ginástica artística, é uma variação do salto de torção, popularmente conhecido como uma pirueta giratória em torno de você, seguida por um duplo salto mortal."
"parada reta","parada reta","straight stand",8,"No ginástica artística, é a posição ou parada na qual o corpo deve estar em linha reta, sem nenhum ângulo."
"posição layout","posição layout",layout,8,"Em mergulho, é a posição em que o corpo está reto durante o salto."
meia-nelson,meia-nelson,"half nelson",8,"No wrestling, é uma tática de imobilização na qual um nelson aplica apenas um lado, com uma das extremidades do combate sob um dos braços do oponente."
"meio dentro meio fora","meio dentro meio fora","half in half out",8,"No trampolim da ginástica, é o duplo salto com meia volta no primeiro salto e outra meia volta no segundo salto."
"Pontuação de ouro","Pontuação de ouro","golden score",8,"Ato de morte súbita em que, no tempo extra do jogo ou competição, o jogo é encerrado após o primeiro atleta ou equipe marcar um ponto. Isso geralmente ocorre no judô."
"Ponto de ouro","Ponto de ouro","golden point",8,"Ato de morte súbita em que, no tempo extra do jogo ou competição, o jogo é encerrado após o primeiro atleta ou equipe marcar pontos. Isso geralmente ocorre no judô."
"três quartos de frente","três quartos de frente","three quarter front",8,"No trampolim, é o movimento de 3/4 de pirâmide com queda na posição de costas."
"frente cheia","frente cheia","front full",8,"No trampolim, é o salto para trás com uma piruetada."
"arremesso de três pontos","arremesso de três pontos",three,8,"um arremesso de três pontos é um arremesso feito além da linha ou arco de três pontos. Um arremesso de três pontos vale três pontos."
"área de gol","área de gol","goal area",8,"área retangular interna ao gol."
"linha do meio-campo","linha do meio-campo","halfway line",8,"a linha que divide o campo pela metade."
"bandeira de canto","bandeira de canto","corner flag",8,"tipo de bandeira que está nos cantos de um campo de futebol."
"linha de pista","linha de pista","lane line",8,"Uma linha que delimita o espaço em que dois atletas competem, seja em uma pista de corrida ou em esportes aquáticos como natação ou canoa."
ringside,ringside,ringside,8,"Um ringue quadrado onde os boxeadores lutam."
"Arquibancada coberta","Arquibancada coberta","covered stand",8,"uma arquibancada em um hipódromo ou estádio que consiste em degraus com fileiras de assentos individuais que estão sob um telhado protetor."
"salto de água","salto de água","water jump",8,"A estrutura formada por um buraco de água colocado após obstáculos em eventos de corrida com obstáculos."
"Poço de água","Poço de água","water pit",8,"A estrutura formada por um buraco de água colocado após obstáculos em eventos de corrida com obstáculos."
"círculo de arremesso","círculo de arremesso","throwing circle",8,"No atletismo, é a área em que o atleta é permitido ficar durante os arremessos de disco, dardo ou martelo e arremesso de peso."
"trave transversal","trave transversal",crossbar,8,"A barra horizontal que conecta as duas estacas. Pode ser horizontal em estruturas esportivas que devem ser superadas sem soltar."
"fim da linha","fim da linha","end line",8,"linha que conecta as duas linhas de toque, delimitando a parte de trás de cada metade do campo e também indicando o limite do campo e o gol. Em uma quadra de vôlei, é a linha que marca a zona de serviço. O jogador deve servir a bola ficando atrás desta linha."
arquibancadas,arquibancadas,stands,8,"parte da instalação esportiva onde os fãs são acomodados."
arquibancadas,arquibancadas,bleachers,8,"parte da instalação esportiva onde os fãs são acomodados."
"Camarote VIP","Camarote VIP","vip box",8,"um lugar separado do resto do público por divisórias e voltado para o palco, com cadeiras ou poltronas para acomodar alguns espectadores."
"área de penalidade","área de penalidade","penalty box",8,"Área retangular externa em volta do gol."
"arco de grande área","arco de grande área","penalty arc",8,"meia-lua no campo conectado ao topo da área de penalidade"
"linha da área de gol","linha da área de gol","goal area line",8,"linha que marca a área do gol no campo."
"linha de marcação da área de gol","linha de marcação da área de gol","goal area marking",8,"linha que marca a área do gol no campo."
"linha da área penal","linha da área penal","penalty area line",8,"linha que marca a área de penalidade no campo."
"marcação da área penal","marcação da área penal","penalty area marking",8,"linha que marca a área de penalidade no campo."
"bandeirinha de escanteio","bandeirinha de escanteio","corner flagpost",8,"tipo de bandeira que está nos cantos de um campo de futebol."
"montinho do arremessador","montinho do arremessador","pitcher's mound",8,"No campo de beisebol, é onde o arremessador fica. Ele fica até dez centímetros mais alto que a placa de casa."
"placa do arremessador","placa do arremessador","pitcher's plate",8,"No campo de beisebol, é onde o arremessador fica. Ele fica até dez centímetros mais alto que a placa de casa."
"rede de proteção","rede de proteção",backstop,8,"Em um campo de beisebol, a rede de proteção atrás do home plate mantém o público seguro, mas ainda oferece uma ótima visão do jogo para os espectadores."
"poste de falta","poste de falta","foul pole",8,"Em um campo de beisebol, o poste de falta no final de cada linha de falta ajuda o árbitro a julgar se uma bola voadora rebatida por cima da cerca é justa (homerun) ou fora de jogo."
"faixa de aviso","faixa de aviso","warning track",8,"Em um campo de beisebol, é uma faixa de terra ou cascalho que corre ao longo da cerca. Ele avisa o jardineiro que está tentando fazer uma captura profunda que ele está se aproximando rapidamente da cerca."
"limite do infield","limite do infield","infield boundary",8,"No campo de beisebol, a maior parte da ação acontece na área do infield à direita. A linha de grama marca o limite com a fronteira do outfield."
"limite do campo externo","limite do campo externo","outfield boundary",8,"No campo de beisebol, é a área que começa na linha do gramado e termina no cercado."
"área de pouso","área de pouso","landing area",8,"Área usada para pouso em alguns esportes que envolvem salto."
"área restrita","área restrita","restricted area",8,"No basquete, também é chamado de ""demijohn"". Consiste na linha de lance livre e duas linhas que partem da linha de lance livre e continuam até o final. Dentro da área restrita, os jogadores atacantes só podem permanecer por 3 segundos."
"linha dos nove metros","linha dos nove metros","penalty line",8,"Na quadra de handebol, é uma linha de nove metros traçada três metros atrás da linha do gol."
"círculo de tiro","círculo de tiro","shooting circle",8,"No hóquei em campo, é o semicírculo ao lado do gol, que marca a área onde é permitido jogar a bola no gol."
"círculo de ataque","círculo de ataque","striking circle",8,"No hóquei em campo, é o semicírculo ao lado do gol, que marca a área onde é permitido jogar a bola dentro do gol."
"poste de bandeira","poste de bandeira","flag post",8,"Estrutura em forma de bandeira nos cantos do campo."
"arremesso de três pontos","arremesso de três pontos",three-pointer,8,"Em uma quadra de basquete, um jogador que acerta um cesto de fora desta linha, ganha três pontos."
"linha de base","linha de base","base line",8,"No campo de basquete, esta linha marca o limite do jogo em cada lado da quadra."
"linha de 10 metros","linha de 10 metros","ten-meter line",8,"No campo de rúgbi, quando o jogo começa ou recomeça com um chute inicial, o jogador que chuta deve acertar o chute além da linha dos dez metros. A equipe que recebe a bola deve ficar atrás dessa linha."
"área de meta","área de meta","in-goal area",8,"No campo de rúgbi, um jogador marca um ""try"" tocando o bola no chão dentro da área de meta. A linha de ""try"" é considerada parte da área de meta."
"linha de bola morta","linha de bola morta","dead-ball line",8,"No campo de rúgbi, a linha de escanteio marca o fim da área de meta."
"linha de ensaio","linha de ensaio","try line",8,"No campo de rúgbi, a linha de tentativa marca o início da área de meta."
"linha de lançamento lateral","linha de lançamento lateral","throw-in line",8,"No campo de rúgbi, esta linha é marcada a cinco metros da linha de toque. Em um line-out, os jogadores se alinham uns ao lado dos outros, com o primeiro jogador na linha ficando na linha de chute."
"zona de defesa","zona de defesa","back zone",8,"No campo de vôlei, é a área patrulhada pelos defensores."
"zona de entrega","zona de entrega","hand-off zone",8,"Parte da pista de atletismo onde é permitido passar o bastão nas corridas de revezamento."
"escritório central","escritório central","central office",8,"o escritório que serve como centro administrativo de uma empresa; costuma ser usado no plural."
"nação anfitriã","nação anfitriã","host nation",8,"o país que organiza um grande evento e onde o evento acontece."
conceder,concede,concede,16,"FN: finalmente admitir ou concordar que algo é verdade"
calar-se,calar-se,"button lip",16,"FN: pare de falar e fique em silêncio"
"Mantenha a língua","Mantenha a língua","hold tongue",17,"COD: permanecer em silêncio"
calar-se!,Cale-se!,"shut up",16,"FN: para parar de fazer barulho"
calar-se.,Cale-se.,"stow it",16,"FN: refreie-se de falar mais"
sh,sh,sh,7,"COD: usado para pedir silêncio."
"abaixar o volume","abaixar o volume","pipe down",16,"FN: abaixe o volume"
"selar lábios","selar lábios","seal lips",16,"FN: não discutir um evento"
"nem uma palavra","nem uma palavra","not a word",17,"FN: (somente imperativo) abstenha-se de dizer mais alguma coisa"
"lóbulo da orelha","lóbulo da orelha",earlobe,8,"COD: uma parte macia e arredondada de carne que pende pela borda inferior da orelha."
inciso,Incisor,incisor,8,"COD: um dente de borda estreita na parte da frente da boca, adaptado para cortar."
presa,presa,fang,8,"FN: um dente perigoso, grande e afiado e/ou capaz de entregar veneno"
"perna dianteira","perna dianteira",foreleg,8,"FN: cada um dos membros mais anteriores utilizados para locomoção ou postura."
"patas dianteiras","patas dianteiras",forefoot,8,"COD: cada uma das patas dianteiras de um animal de quatro patas"
"pata dianteira","pata dianteira",forepaw,8,"FN: cada uma das patas dianteiras de um animal"
"membro anterior","membro anterior",forelimb,8,"FN: qualquer dos membros dianteiros de um criatura"
"membro posterior","membro posterior",hindlimb,8,"FN: qualquer dos membros mais traseiros de um animal."
"perna traseira","perna traseira",hindleg,8,"FN: qualquer uma das pernas traseiras de um criatura"
"ponta do dedo","ponta do dedo",fingertip,8,"FN: o dedo"
"unha do pé","unha do pé",toenail,8,"COD: uma unha na superfície superior do dedo do pé"
